source_text;ethno
история слава сила россия мать многое объединить кубань урал алтай байкал сеять пшеница плавить металл арктика завтрак антарктика ужин нырять глубина звезда дружить – двести народ единый семья весь беречь любим душа татарин бурят лезгин мариец коми калмык мордва кабардинец лакец нихви удин эвенец венгр дунганин езид кореец единый могучий добрый народ бог это удача давать;нанаец
запомниться форум машук красота осетинский девушка экспрессивность дагестанский лезгинка степенность адыгский къафэ скромность чеченский девушка очаровательный женственный исполнение национальный танец молодой карачаевка красноречие юный армянка запредельный чувство юмор отличный кабардинский парень коков руслан кабардинец который сказать вырастать несеять исчезать некошеный нагоев алим;казах
андрей пенсия нужный обеспечить безбедный старость мочь патриот свой родина пиздетьва реал дедкоторый сворачивать сторона дорога вид человек который похожий нацыковы хороший нацикомч путинский шлюхойзато уверенный черномазый братья хвалить путин хвалить кадыровагерой россия решать будеткий зачистить бог судьяздравый плав поэтому хвалить вова хулить легавый полномочие зп льгота дать народ киселёв помнихороший ментмёртвый мент;казах
александр понятно сказать дагестан нация думать хз тюркоязычный думать узнать узкоглазый ногаец вайнах чеченец ингуш отличаться коренной народ кавказ знать сразу узнавать;чеченец
исмаил б россия б уничтожить давно кстати наш черкес высокий пост уйти узнать боевик чечня отпавить доложить чеченец этлма план пример очень просткогда вайнах выселять никакой сопратевление небыть время;карел
артём дагестан большой весь аварец всё религиозный чтить свой традиция даргинец знакомый лезгин кумык который женатый нация табасаранец рутулец агулец лакец далее немой друг большой половина всё женатый свой ещё женатый говорить свой;карел
пройти год ужасный война это война это просто сущность трус который напасть ночью подтяжка который честной бой мочь одержать победа это пятидневный война унести жизнь около х тысяча мирный осетин включая старик женщина ребёнок весь царствие небесный спасибо рф помощь братский чеченский народ именно ямадаевцамбатальон восток весь желать мир голова дать бог нибыть нибыть;американец
[ id|александр знать очень самый щедрый русский казах грузинов армянин жид еврей причём каждый пытаться вспомнить еврей иметь плохой качество характер приходить голова еврей который больший личность весь мир это жутко бесить;американец
магомед бздеть пост мягко говорить странный вопрос сугубо исторический отношение происходить вера джихадистский версия х например спокойно слушать рассказ осетин армянин делать бравый горец беременная женщина бравый горец нарушать казаться богоугодный договор калмык казнить пленный горец большинство знать армянский грузинский княжество абхазия осетия азербайджан северный черкессия весь дагестан союзник ри шамиль брать именно союзник ричто это война большой счёт война империя союзник желать сохранить нейтралитет например кабарда итог получить оба молот наковальня знать местный контингент срач развестись нехилый стиль бла бла бла злие рузька аккупанить устать;американец
напомнить г чечня дать де факто независимость басаев осень г вторгнуться дагестан поддержка правительство чечня вполне вероятно вайнах свой государство;хохол
юусманов адхам юлдашева алдадиконцерт г астана супер юлдуз сказать узбечка уйгурка бабушка уйгурка дедушка узбек бабурский папа какшкарский уйгур узбечка httpwwwyoutubecomwatchvenstqlwxg просмотрюусманов адхам юлдашева алдадиконцерт г астана;чурка
анна это русский черта натравливать нация друг друг десятка сотня тысяча изгнать поляк прибалт чеченец ингуш украинец беларусов карачаевец молдован татарин балкарец армянин грузин грек выгнать переселить наслать кров приют сей пора жить человек казахстан обыкновенный клоун пахтакор приплести каракалпак иза человек национализм идти россиянин коммунист поссорить родный народ татарин башкир уйгур обливать грязь комментарий нацизм появляться плохо это всё;бурят
ilgar кидать группа цитата спорный тема писать каджар афшарид нейтрально устраивать срач налетать крик ани туркмен ви наш история красть арбузить итог большинство баня оскорбление азерь тюрк ныть злой админ арбуз дискредитировать туркмен хотеть поговорить тема пусть говорить;бурят
джамбулат ссылать карачаево балкарец знать однако крымский татарин чеченец ссылать подвергнуться гонение действие тянуть разный последствие освободить земля чечня точнее село поселить кумык свой очередь отдать народ дагестан свой земля общий иной степень это всё народ союз коснуться;азербот
кадыров тож черкеска гонять медаль обделить прочий суфистый суфистый казак осетинец медалька любить кавказец любить почему почему это;азербот
асалам алейкума брать сестра приветствовать друг вайнах живушие придел чечня сказать чесный услышать дикость момент друг некоторый человек удевляться парень год курет ругаться отец блогодарённый отец воспитание мать любовь всевышний родитель прекрасный сестра жизнь который подарить;азербот
гузель интересовать мнениеть думаючто русский читайпрусский губернатор заниматься примитивный евгеникоить выводить новый порода людейнапримериз угро финский русский крепостной выводить европейцева башкир монголоидовкаким образ общеизвестночтый дворянин ри пётр первогобыть европеец это пруссакив оснонить устраивать имение гарем крепостной русский крестьянка смешиваться нимин выход получаться близкий европеец детишкиведь многие угро финн небольшой монголоидный чертамитаким образ европейский дворянин породить новый огромный пласт крепостныхпохожий европейцевто самый видимопроизойти башкирамиизвестночтый изначально башкир угрыт смахивать европеоид небольшой азиатский подмесомный русский губернатор начать массово смешивать башкир пленный калмык казахамить результат народ начать менять фенотипэтый весь лишь версияно похожий правдузачем это делать башик мало оставалось губернатор девать пленный калмык киргиз кайсаковвота смешать угр башкирамиобраз жизнь котор похожий образ жизнь пленный калмыкказахкиргиз;чеченец
всё человеческий беда происходить оттого наслаждаться следовать пользоваться пользоваться следовать наслаждаться аврелий августин v век нэ пользоваться современный гаджет интернет наслаждаться любовь родитель наоборот иначе быстро забыть забыть пушкин лермонтов александр невский маршал георгий жуков третий рим ничто спасти русский белорус карелов коряк татарин казах остаться вечно довольный поколение селфи второй шанс оправиться революционный чума остаться связь;чеченец
обь язык хант манси переводиться больший река это год принести югра больший проблема кроме смерть вица губернатор пропажа вертолёт ми который вероятно упасть именно затонуть теплоход костромич добавиться ещё беда ночь август путь хант мансийск село кышик пропасть лодка спасатель пока мочь найти никакой след борт находиться семья ти человек трое ребёнок ещё взрослый мужчина httptassruproisshestviya;чеченец
ислам гордиться иметь ввиду лидер лезгиновый даргинец амир определённый нация лидер жизнь дагестан сладкий;мариец
анонимно предлагать сделать опрос весь участник группа тема дагестан очень нация всё дружить ребёнок молодой парень девушка который национальность смешанный например пол даргинец пол авария пол кумык пол лакец тд называть митис большенство человек любить называть поэтому предлагать называть дагестанец давать провести опрос узнать мнение человек хороший это идея просьба отклонять;азербот
цикл караим российский империилекция № лектор максим гаммаленький заместитель заведовать кафедра иудаик исаа мгу историк востоковед специалист история караим описание влияние политика российский власть х х год начинаться попытка выстроить свой отдельный еврей исторический традиция караим проживать территория российский империя появление собственно тюркско хазарский теория происхождение восточный европейский караим относиться середина xix;азербот
алёнка видимо стрёмный стриптезер пятигорск хотя наш горец стринг представить всё возбуждение желание пропадет_;осетин
ассалам алейкума ва рахмутуллох ва баракатухубратие сестра моиискать жених свой сестрыя чеченкабыть замужеместь сынна отцомсам симпатичнаячистоплотнаямолитсязакрытаявтора предлагатьо немкоторый молитсясерьезныйпорядочныйчтоба религиозныйчтоба учить её религиик знаниямкоторый жить суннежелательно дагестанас подходить требованиямможный кумыкаварецдаргинецна чеченецостальный личкуа серьёзный намерение;осетин
сначала халюта пойти лес вскорости меняйлодо пца хохол додуматься;осетин
rt техас уволить белый полицейский застрелить темнокожий студент httptassrumezhdunarodnay;осетин
алина наблюдательный родный написать спор идти ожесточённый написать эй аварка успокоиться сделать это всеобщий благо вчера написать слово благодарность помощь ингушский таки запрещать иметь право лишь любезно подчеркнуть сей факт последний алан написать весь мир должный знать ваш предок помнить гордиться проблема никакой;осетин
андрей сын богдан хмельницкий юрий начать шевелиться сторона польша это переяславский рада хохол доверять интересовать вариант который малый шевеление поползновение брыкание бурчание направить против русский цивилизация любой намёк первоначальный антироссийский сущность проект украина должный задавить зародыш учитель украинский весь перебить это вариант чудесный формула переформатирование страна сторона большевик смочь пострить украина проводить политика украинизация прирезать территория предать забвение понятие малоросс получиться пока америкос останавливаться всё возможно ветеран ато получать российский паспорт немногие восторг хватить раскаяться боевик чечня готовый формула;кавказец
светлана мнение русский национальность принадлежность культурный этнос русский татарин казах ненец дагестанец украинец тд тп победить вов позиция устраивать;кавказец
это вокзал папа встречать стоить около машина подходить бурят спрашивать документ говорить основание спрашивать говорить операция нелегал говорить пока гражданство рф говорить че лоб написать схватить это бурят узкоглазый хомяк шея говорить слышь морда узкоглазый посмотреть форма твой рожа асфальт раскрой чурка отпустить уйти видимо курсантник;кавказец
ставропольдать поразжигаюнебосить чурка оралилюбить фраза рот свой мамуа советполучать лицензия оружией поболт весь;кавказец
слава справка жёлчь захлебнуться переселиться новороссия екатерининский время это запорожский казак принять царь россия служба самый важный галицкий рабский озлобить отребье русин это разложить полочка осуждать наш дед вов стоять рядом против фашист это русский украинец место жительство казах грузин еврей нация народность уважать свой история стрелять висок это произойти украина власть прийти раболепский пендос галицкий быдло посмотреть родитель неужели это ставить крест человек весь разбор знать сколько украина чистокровный русский вышиванка скачить дело народный принадлежность каждый личность отдельно отребье всякий нация хватать;аварец
магомед первый имам шамиль начать воевать ещё долго чеченец присоединиться долгий время воевать чеченец говорить весь кавказ адыг вообще чеченец год воевать русский последний ингуш состоять имамат ряд шамиль беглый ингуш присоединиться;кавказец
валерий уйгур свой предок казах считать кстати читать башкир считать считать свой предок сарматский племя сак среди мало потомок кипчак также среди татарин кстати башкир бежать казах запад река урал попроситься рука белый царь поскольку угон скот продолжаться русский правительство стать создавать казацкий поселение восточный река урал кстати казацкий поселение александровка находиться рядом городище аркаим русский вернуться родина свой предок;казах
невероятно крутой скульптура въезд алагирский ущелие путник встречать ещё фигура уастырдж парить воздух голова проезжать экскурсовод называть скульптура большой георгий удивительно сделать металл вмонтированный скал весить тонна собирать всадник завод электроцинк владикавказ место сборка завершить облик транспортировать вертолёт алагирский ущелие главный скульптор николай ход установить год являться даром группа создателть осетинский народ;казах
гиорги азербаджан крючок рыпнуться против интерес россия быстро организовать бунт среди лезнигский аварский население север страна армия рф нужный туда весь дагестан поехать доброволец многие кавказ помочь добровольно азер скорее свой территория попробовать урвать делать вон весь юго восток заселить плюс зависеть надеяться никто воевать россия;бурят
латыш необходимо срочно запастись памперс свой военный дипломат солидно штаны пачкать каждый пролёт российский самолёт вблизи граница;поляк
магомед изучать альтернативный источник тарих дагестан чувствовать недостаточно подковать это вопрос хороший рассуждать тема аварский история смыслить соваться аварец конфликт это отношение крайний мера;адыги
шакир альберт собираться отделяться это россия отделить прибалт реально хотеть уйти остальной факт поставить беловежский соглашение казах вообще резко против сделать назарбаев снг предложить идея евразэс это империя подняться помочь сюда переезжать союз всё вернуться круг свой увидеть;адыги
пипец выразить свой мнение поналететь кидаться никто выгонять адыг просто надоесть пост адыг помимо адыг краснодар казак достойный который писать группа каждый день сто фотоистория адыг сказать рот закрыть ребята ловить приписывать расизм;адыги
грузия май дочь момент год грузин очень чадолюбивый ребёнок зацеловывать улыбаться конец питание проблема готовить кафе детский меню детский стульчик тбилиси батуми боржоми детский стул ребёнок наш муж тарелка больший аппетит таможня ноу проблема аптека нормальный цена приемлемый супермаркет детский питание маленький русский отношение очень хороший прекрасный нация удачный поездка;осетин
иван понять просто фамилия век меняться дзейтовый это ингушетия больший фамилияна знать аварец;славяин
народ мороснуть пойти сначала написать свой херня аварский брат назвать дагестан нация понять аварец вывод азер логика бешенный просто;хохол
аэлит писать это земля адыг факт краснодар находиться адыгский аул это свой время гос учреждение адыгейский автономный область находиться краснодар область входить столица поэтому фотография адыг сюда всё съезжаться никто говорить отнять просто мочь понять возмущаться сбрасывать достойный казак который строить городкоторое стать известный это город гордиться это ваш проблема нервничать просто скинуть инф;хохол
allanus урод такойас заявлять осетин потомок алан упрямство несмотря аргумент успех мочь утверждать двал это потомок римлянс хистарый дигора алайнагой адай ключ использовать бл№т свой тупость примитивность замечаешьить дигорец считать потомок алан остальной осетин низзззить;хохол
федот неведомый угро финн первый выдумать ляп карелия угро финский школа тп чушь дикий карел немного финн вепс всё относиться прибалтийский финн угра откуда взяться;абхаз
внимание источник укросми чубаров объяснить путин ехать оккупировать крым президент россия владимир путин время свой визит оккупировать крым понедельник август озвучить ряд аргумент торг аннексировать полуостров это свой страница faccebook написать глава меджлис крымскотатарский народ депутат верховный рада украина рефат чубаров лидер крымский татарин исключать аргументация также использовать крымскотатарский проблематика крым путин вновь озвучить аргумент который взгляд должный положить основа ожидать торг лидер западный мир крым – уход донецкий луганский область связь исключаться путин свой риторика использовать крымскотатарский проблематика – написать httpobozrevatelcompolitics chubarov obyasnil zachem putin edet v okkupirovannyij kryimhtm;азербайджанец
виктор просто пытаться понять течение день навязывать человек отсюда наводящий вопрос спороть логика это весь слишком науськать разучиться мыслить здравый весь ваш народ просто помнить кавардак весь кончиться всё немой заинтересованный набить свой карман бедный хохляцкий народ правительство побежать путин это протяжение весь история украина;азербайджанец
халид хинкал разный бывать весь дагестанский народ разный грузинов например знать фарш баранина свинин тонкий слой тест аврвец например комок тест размер кулак больший кусок мясо кость картошка например кумык одинковый кьясмить хянгялить называть;азербайджанец
rt путин обещать упростить получение гражданство крымский татарин httprgruput;азербайджанец
черкесов государство рф это федерация конфедерация дело совка маленький рфсср раздробиться нац республика куча злобный всё нац мена обладать право привилегия это федерациятота татарстан считать второй народ государствообразующий свой республика язык национальный русский нацмен пиздец брать казань кавказ говорить русский потерпеть поражение чеченский благодаря плутократ толераст хотеться унитарка это законный право государствообразующий народ россия;азербайджанец
олень рад русич поход группа кавказец болеести родный;азербайджанец
николай ещё сказать выгнать чеченец чечня адыгеец адыгея ингуш лезгиновый аварец кумык татарин башкиров тд умник напомнить регион являться субъект федерация неотъемлемый часть россия прежде писать грязь подумать немного вообще способный мыслить поступок это негодяй никто одобрять никто иметь право лишать человек жизнь;азербайджанец
алжана почитай просто бабаюртовский район начало сосед кумык патриот участвовать везде народ стоять рассказывать хасавюрткизилюрт буйнакск махачкала кумыкский город город править кумык численность маленький свой земля веня народ который заполонять наш земля это правительство который ещё ссср насильно переселять горец равнина наш кутаный который отдаваться аренда горный народ это земля абдулатипов сказать дагестан этнический земля это самый малость ещё дом просто;азербайджанец
мдався всё видеть просто еслиб всё вели нормально уважать всё ахуить былобчий завидовать нискать который сотворить родный земля дагестан уезжать хороша жизнивсе обижать претиснеять почему отношение грузин осетин вести достойновый всё религиозный тип сидеть оскорблять чудить нация материться ругаетесьэтый ислам господая пусть сказать право;чеченец
сангибал хороший говорить успокоиться раздеть дагестан нация мочь большой кайф гордиться радоваться успех осетин заголовок новость прочесть начало отыскать хотя слово нация народность неужели настолько некоторый всё ущербный разница нация республика страна свой лад перетасовать факт начинать испытывать гордость смешной пацан пора взрослеть;чеченец
преображение праздник преображение господний семеоновский храм г нальчик мусульманский кабардино балкарский республика показаться интересный местный цыган просто прислать праздник регулярно посещать служба храм основное русский также грузин осетин народ принести виноград яблоко мёд освящение благодаря бог плод земной всё благодеяние цыган оказаться традиционно накрыть больший стол угощать прихожанин фрукт вино прочий приготовить яство это необычно;нерусский
никита забыть простить погибнуть жить мразь забыть чечня всё население составлять русский прислать бусурман вырезать весь нахрен;нерусский
мочь позволить сказать пока лежать кровать смотреть телик кровать вообще располаг подметать мыть пола чёрныть кабардинец балкарец осетин дагивсемать мыло рота человек сила браться мииз человек русс;армянин
anytka заметкума всё приезжиеместный коренной житель это хант манси;армянин
наверно никто звать русский изначально русский прислать кавказ средний азия начать расселять народ родный земля сибирь средний полоса многие территория рф принадлежать автохтонный народ краснодарский край адыг урал коми удмурт башкир татарин тюмень омск астрахань челябинск оренбург казах ногаец западный сибирь хант манси ненец восток якут тывинец бурят тд;бурят
сиять сиять процветать чечня край вайнах пусть крепнуть дружба навсегда пусть светить солнце;бурят
половина начальство хохол сургут беженец приехать пусть валить сюда враг народ страдать весь россия урод пусть молиться пока россия погнать;бурят
выйти книга дом сердце заслужить деятель искусство карачаево черкесский республика член союз писатель журналист российский федерация узден б большой любовь проникновение рассказывать родный учкекен родиться первый основатель село трагический судьба постичь учкекенец середина хх век вместе весь карачаевский народ земляк посрамить звание народ труженик чужой сторона радость возвращение свой исторический родина возрождение становление вновь родный очаг рs вопрос приобретение обращаться дичок;бурят
аскар рина ателескені білемі пенд деген нрс возможно написать ценный золото особенно наш день политически общество казахстан разделяться принцип против россия против европа мало казахстан это опасно это мочь привести украина номер важно соблюдать спокойствие понимать россия никуда деться зависеть собираться общий всё изложить слово мшокать верить казахстанец адекватно воспринимать ситуация россия надеяться казахстан извлечь это польза;негр
террорист кремль принимать каждый день новый закон обещать свой народ светлый будущее это мир всевышний свой последний пророк мухаммад сас ниспослать закон человек который неизменный год который давать человек светлый будущее это мир мир вечный весь человек конец смерть день посмотреть чей обещание истинный жидов сидеть власть аллаh господин мир создатель весь мир аллах акбар;негр
нибыть хач бесить мочь сказать мол нерусский свой татарбашкир жаловать называть алаяр человек приличный сразу вызывать положительный эмоция бэндеровец западный недавно балкон чинить балкон ставить машина место занимать номер хороший человек чисто урлалмаш иван дулина достать фот философия;караим
вообще уехать причина это хотеть видеть свой родитель любой время день ночь хотеть муж славянский внешность соответственно ребёнок славянский внешность узкоглазый хотеть родитель видеть расти внучка хотеть слышать вокруг русский язык сегодня жизнь всё устраивать любимый работа любим офис достойный зп квартирамашина кредит лишь год случай родиться пригодиться;караим
хант валита отсюда манси пусть оставаться;американец
httptassrumezhdunarodnay послать узкоглазый наш весёлый буква видеть поставить указатель ошибиться;американец
спартак слышь фраер забывать чурка время война сидеть кавказ русский человек защищать дабы пустить фашист нефтяной вышка понять намекать простой русский солдат справиться немец помощь черножопый понять немец сосать большой длинный ибо нехуй понт качать;американец
идея гитлер ариец казаться плохой правда ирония против нигер узкоглазый иметь приятный % население ариец;американец
пояснить жигули ____________________ жигули это сука неубивать машина который жалко разгонять столб ещё наваливать нахуй боком поставить туда сука шеснарь рак мозг выкидывать пружина хуй покупать ебать китайский тонер хуярь круг слой спешлый фора сука хипстер рестопокупать ваз блядь самый невъебенный хипстер машина жигули пользоваться больший спрос цыган пояснить psненавидеть блядь цыган;американец
почитать император кормиться рука жид город питер поэтому попасть власть трижды майор спец служба бездарный упустить украина янки внешний политик близорукий феномен чубайс экономический политика;хохол
дин бомбить этовота именно это бесить казах откуда знать весь человек казахстан многие обсирать россия это видеть группа откуда знать весь россиянин почему весь приравнивать несколько человек который назвать чурка человек нормально относиться весь узкоглазый;хохол
напасть значит обратиться полиция заявление нерусь отброс общество обнаглеть безнаказанный остаться это точно главное спустить это рука насчёт ждать человек метроэтый смешно расписание электричка конечный остановка иметь право стоять большой минута мало разговаривать телефон руль ещё свой это безопасно интересно слышать язык просто ухо резать дак ещё личность переходить рука распускать;хохол
херой обращаться вамэдесить сидеть сутки пока хабалит хамить женщина старикамть это время ваш девушка убивать насиловать инородец трусливый шакалышкурник больший способнытолько базарный бабамипоть наш женщина выходить замуж таджик кавказцевкитайцевпотомучтый импотент пьянкива ущербныемужчина ведетатрофия душа слово относятсятота знаетостальный мужчина обида;хохол
февраль год луганчанин восстать против хунта проголосовать избрание народный губернатор александр харитонов вернуть харитонов признать власть жид плотницкий;чудь
толя приехать россия прям вокзал ваш хохлушка шлюха паспорт отобрать сосать весь твой украина;хохол
